Temp,Time [d],Volume fraction of AL2CU_C16 (Bulk),Mean radius of AL2CU_C16 (Bulk) [m]
235,0.22091,0.04418,3.77299E-09
235,0.22667,0.04418,3.80453E-09
235,0.23253,0.04419,3.83593E-09
235,0.23874,0.04419,3.86862E-09
235,0.24500,0.04420,3.90138E-09
235,0.25145,0.04420,3.93444E-09
235,0.25805,0.04421,3.96754E-09
235,0.26465,0.04422,4.00017E-09
235,0.27167,0.04422,4.03427E-09
235,0.27870,0.04423,4.06795E-09
235,0.28593,0.04423,4.10202E-09
235,0.29341,0.04424,4.13654E-09
235,0.30113,0.04424,4.17156E-09
235,0.30913,0.04425,4.20711E-09
235,0.31732,0.04425,4.24312E-09
235,0.32565,0.04426,4.27918E-09
235,0.33423,0.04426,4.31559E-09
235,0.34288,0.04426,4.35174E-09
235,0.35829,0.04427,4.41436E-09
235,0.36756,0.04428,4.45157E-09
235,0.37720,0.04428,4.48904E-09
235,0.38722,0.04429,4.52746E-09
235,0.39714,0.04429,4.56515E-09
235,0.40727,0.04430,4.60291E-09
235,0.41774,0.04430,4.64094E-09
235,0.42862,0.04430,4.68013E-09
235,0.43947,0.04431,4.71853E-09
235,0.45081,0.04431,4.75794E-09
235,0.46258,0.04432,4.79807E-09
235,0.47466,0.04432,4.8387E-09
235,0.48716,0.04432,4.87984E-09
235,0.49982,0.04433,4.92109E-09
235,0.51296,0.04433,4.96303E-09
235,0.52641,0.04434,5.0053E-09
235,0.54021,0.04434,5.04775E-09
235,0.55431,0.04434,5.09056E-09
235,0.56876,0.04435,5.13373E-09
235,0.58371,0.04435,5.1775E-09
235,0.59896,0.04436,5.22147E-09
235,0.61465,0.04436,5.26577E-09
235,0.63063,0.04436,5.31035E-09
235,0.64714,0.04437,5.35556E-09
235,0.66387,0.04437,5.40057E-09
235,0.68114,0.04437,5.44644E-09
235,0.69839,0.04438,5.491E-09
235,0.71628,0.04438,5.53694E-09
235,0.74579,0.04439,5.61063E-09
235,0.76509,0.04439,5.65803E-09
235,0.78514,0.04439,5.70588E-09
235,0.80568,0.04441,5.75523E-09
235,0.82624,0.04440,5.80298E-09
235,0.84599,0.04441,5.84884E-09
235,0.86797,0.04440,5.89748E-09
235,0.89074,0.04441,5.94857E-09
235,0.91176,0.04442,5.99556E-09
235,0.93352,0.04441,6.04086E-09
235,0.95804,0.04442,6.09324E-09
235,0.98040,0.04442,6.14072E-09
235,1.00481,0.04442,6.18968E-09
235,1.03007,0.04444,6.24103E-09
235,1.05536,0.04442,6.29062E-09
235,1.08291,0.04443,6.34442E-09
235,1.11084,0.04444,6.39812E-09
235,1.13704,0.04443,6.44688E-09
235,1.16701,0.04445,6.50263E-09
235,1.19674,0.04445,6.55755E-09
235,1.22830,0.04445,6.61373E-09
235,1.25824,0.04445,6.66648E-09
235,1.29092,0.04445,6.72292E-09
235,1.32525,0.04445,6.78087E-09
235,1.35955,0.04446,6.83916E-09
235,1.39218,0.04448,6.89264E-09
235,1.42471,0.04447,6.94701E-09
235,1.45880,0.04447,7.00145E-09
235,1.49508,0.04447,7.05752E-09
235,1.53310,0.04447,7.11504E-09
235,1.57173,0.04448,7.17401E-09
235,1.61149,0.04447,7.2323E-09
235,1.65447,0.04447,7.29561E-09
235,1.69435,0.04449,7.35382E-09
235,1.73413,0.04448,7.41141E-09
235,1.77610,0.04449,7.47071E-09
235,1.81765,0.04449,7.52759E-09
235,1.86256,0.04450,7.58837E-09
235,1.91109,0.04450,7.65352E-09
235,1.95579,0.04450,7.71293E-09
235,2.00464,0.04450,7.77534E-09
235,2.05411,0.04452,7.83814E-09
235,2.10491,0.04451,7.90315E-09
235,2.15490,0.04451,7.9662E-09
235,2.20796,0.04451,8.02977E-09
235,2.26008,0.04452,8.09275E-09
235,2.31548,0.04451,8.15534E-09
235,2.36947,0.04451,8.22047E-09
235,2.42577,0.04452,8.28319E-09
235,2.48409,0.04453,8.34884E-09
235,2.54677,0.04452,8.41823E-09
235,2.60780,0.04453,8.48559E-09
235,2.73276,0.04452,8.61661E-09
235,2.79930,0.04453,8.68759E-09
235,2.87062,0.04453,8.75775E-09
235,2.93837,0.04455,8.82713E-09
235,3.00780,0.04454,8.89687E-09
235,3.08538,0.04454,8.97015E-09
235,3.15901,0.04455,9.04245E-09
235,3.23425,0.04454,9.11269E-09
235,3.31311,0.04455,9.18669E-09
235,3.40114,0.04456,9.26555E-09
235,3.48186,0.04455,9.33537E-09
235,3.57162,0.04455,9.4142E-09
235,3.66010,0.04455,9.49395E-09
235,3.75043,0.04457,9.56875E-09
235,3.84054,0.04457,9.64436E-09
235,3.94171,0.04457,9.7278E-09
235,4.03959,0.04456,9.80666E-09
235,4.13766,0.04456,9.88588E-09
235,4.23563,0.04456,9.96451E-09
235,4.33818,0.04456,1.00477E-08
235,4.44806,0.04456,1.01276E-08
235,4.55191,0.04457,1.02071E-08
235,4.66325,0.04457,1.0289E-08
235,4.77419,0.04458,1.0368E-08
235,4.88819,0.04458,1.04511E-08
235,5.01678,0.04458,1.05398E-08
235,5.14777,0.04459,1.06304E-08
235,5.26906,0.04458,1.07153E-08
235,5.39893,0.04458,1.08031E-08
235,5.53214,0.04458,1.0888E-08
235,5.66209,0.04458,1.09715E-08
235,5.80005,0.04459,1.10595E-08
235,5.94034,0.04459,1.11491E-08
235,6.09440,0.04459,1.12452E-08
235,6.24528,0.04460,1.13367E-08
235,6.39201,0.04459,1.14265E-08
235,6.55609,0.04459,1.15186E-08
235,6.72128,0.04460,1.16163E-08
235,6.87868,0.04459,1.17066E-08
235,7.04889,0.04460,1.18025E-08
235,7.23048,0.04459,1.1898E-08
235,7.40477,0.04460,1.19932E-08
235,7.59591,0.04461,1.20936E-08
235,7.77552,0.04460,1.21895E-08
235,7.96262,0.04461,1.22884E-08
235,8.15345,0.04460,1.23823E-08
235,8.35749,0.04461,1.24883E-08
235,8.55808,0.04461,1.2586E-08
235,8.84195,0.04461,1.27254E-08
235,9.07140,0.04462,1.28305E-08
235,9.28904,0.04462,1.29356E-08
235,9.51090,0.04461,1.30384E-08
235,9.73349,0.04462,1.31373E-08
235,9.98655,0.04462,1.32494E-08
235,10.23897,0.04462,1.33597E-08
235,10.48424,0.04462,1.34656E-08
235,10.73298,0.04462,1.35726E-08
235,10.99196,0.04462,1.3683E-08
235,11.26517,0.04463,1.37886E-08
235,11.56103,0.04463,1.39079E-08
235,11.84130,0.04462,1.40193E-08
235,12.13848,0.04463,1.41381E-08
235,12.43616,0.04463,1.4246E-08
235,12.74244,0.04463,1.43662E-08
235,13.04155,0.04463,1.44781E-08
235,13.35372,0.04463,1.45931E-08
235,13.69733,0.04464,1.47127E-08
235,14.02571,0.04463,1.48348E-08
235,14.35647,0.04464,1.49435E-08
235,14.83198,0.04464,1.51145E-08
235,15.18136,0.04464,1.52318E-08
235,15.55299,0.04464,1.53485E-08
235,15.91616,0.04464,1.54715E-08
235,16.29116,0.04464,1.55944E-08
235,16.69342,0.04464,1.57203E-08
235,17.12994,0.04465,1.58492E-08
235,17.55170,0.04465,1.5984E-08
235,17.97054,0.04464,1.61051E-08
235,18.40020,0.04465,1.62433E-08
235,18.82884,0.04465,1.63645E-08
235,19.26845,0.04465,1.64947E-08
235,19.72168,0.04465,1.66196E-08
235,20.20754,0.04465,1.67506E-08
235,20.72181,0.04465,1.68907E-08
235,21.23497,0.04465,1.7029E-08
235,21.72981,0.04466,1.716E-08
235,22.28655,0.04465,1.72994E-08
235,22.81448,0.04466,1.74469E-08
235,23.35807,0.04466,1.75793E-08
235,24.21835,0.04466,1.77917E-08
235,24.78728,0.04466,1.79354E-08
235,25.38130,0.04466,1.80728E-08
235,25.97652,0.04466,1.82153E-08
235,26.59848,0.04466,1.835E-08
235,27.22967,0.04467,1.85036E-08
235,27.87263,0.04466,1.86504E-08
235,28.55528,0.04467,1.87994E-08
235,29.22183,0.04467,1.89437E-08
235,29.93647,0.04467,1.90954E-08
235,30.72331,0.04467,1.92543E-08
235,31.45169,0.04466,1.94044E-08
235,32.23439,0.04467,1.95687E-08
235,32.98968,0.04467,1.97227E-08
235,33.76933,0.04467,1.98741E-08
235,34.58897,0.04467,2.0036E-08
235,35.40142,0.04468,2.01891E-08
235,36.23438,0.04467,2.03476E-08
235,37.15595,0.04467,2.05132E-08
235,38.05718,0.04468,2.06783E-08
235,38.95413,0.04467,2.08442E-08
235,39.92827,0.04467,2.10129E-08
235,40.90451,0.04468,2.11874E-08
235,41.97456,0.04468,2.13613E-08
235,42.97471,0.04468,2.15381E-08
235,44.00144,0.04468,2.17054E-08
235,45.03053,0.04468,2.18662E-08
235,46.21464,0.04468,2.2053E-08
235,47.32019,0.04468,2.22393E-08
235,48.52077,0.04468,2.24191E-08
235,49.66917,0.04469,2.25998E-08
235,50.85841,0.04468,2.2773E-08
235,52.06382,0.04468,2.29521E-08
235,53.34405,0.04468,2.31391E-08
235,54.66381,0.04468,2.33241E-08
235,55.96526,0.04469,2.35125E-08
235,57.30639,0.04469,2.36915E-08
235,58.67599,0.04469,2.38834E-08
235,60.14832,0.04469,2.40793E-08
235,61.83980,0.04470,2.4299E-08
235,63.32095,0.04469,2.44869E-08
235,64.80412,0.04469,2.46838E-08
235,66.37164,0.04469,2.48776E-08
235,67.97622,0.04469,2.50715E-08
235,69.64299,0.04470,2.52786E-08
235,71.29054,0.04470,2.54748E-08
235,73.02374,0.04469,2.5677E-08
235,74.82157,0.04470,2.58884E-08
235,76.58289,0.04470,2.60936E-08
235,78.55798,0.04470,2.63068E-08
235,80.50167,0.04470,2.65259E-08
235,82.49322,0.04470,2.6741E-08
235,84.47949,0.04470,2.69543E-08
235,86.46175,0.04470,2.71641E-08
235,88.49418,0.04470,2.73733E-08
235,90.67273,0.04470,2.75915E-08
235,92.80881,0.04470,2.78105E-08
235,95.02333,0.04470,2.80321E-08
235,98.42005,0.04470,2.83584E-08
235,100.00000,0.04471,2.85105E-08
240,5.00269E-06,2.17593E-18,3.75433E-10
240,5.68594E-06,1.10304E-16,3.75475E-10
240,5.87741E-06,3.12412E-16,3.75679E-10
240,6.10235E-06,9.81148E-16,3.75749E-10
240,6.34377E-06,3.07346E-15,3.75839E-10
240,6.60434E-06,9.62767E-15,3.75876E-10
240,6.88635E-06,3.01587E-14,3.75954E-10
240,7.19247E-06,9.44339E-14,3.75995E-10
240,7.52586E-06,2.95525E-13,3.75997E-10
240,7.89021E-06,9.24642E-13,3.76036E-10
240,8.2899E-06,2.89099E-12,3.76004E-10
240,8.73017E-06,9.03873E-12,3.7605E-10
240,9.21732E-06,2.82533E-11,3.76105E-10
240,9.75895E-06,8.82802E-11,3.76153E-10
240,0.00001,2.7578E-10,3.76239E-10
240,0.00001,8.61265E-10,3.7634E-10
240,0.00001,2.381E-09,3.76504E-10
240,0.00001,5.92235E-09,3.76695E-10
240,0.00001,1.34654E-08,3.76905E-10
240,0.00001,2.83607E-08,3.77134E-10
240,0.00001,5.59207E-08,3.77399E-10
240,0.00002,1.04122E-07,3.77655E-10
240,0.00002,1.84446E-07,3.7798E-10
240,0.00002,3.12649E-07,3.78286E-10
240,0.00002,5.09706E-07,3.78579E-10
240,0.00002,8.02658E-07,3.7888E-10
240,0.00002,1.22518E-06,3.79112E-10
240,0.00002,1.81916E-06,3.79419E-10
240,0.00002,2.63442E-06,3.797E-10
240,0.00002,3.73026E-06,3.80036E-10
240,0.00002,5.17541E-06,3.8039E-10
240,0.00002,7.04867E-06,3.80775E-10
240,0.00002,9.43821E-06,3.81156E-10
240,0.00002,0.00001,3.81592E-10
240,0.00002,0.00002,3.82009E-10
240,0.00002,0.00002,3.82457E-10
240,0.00003,0.00003,3.82895E-10
240,0.00003,0.00003,3.83344E-10
240,0.00003,0.00004,3.83804E-10
240,0.00003,0.00005,3.8422E-10
240,0.00003,0.00006,3.84699E-10
240,0.00003,0.00007,3.85163E-10
240,0.00003,0.00009,3.85679E-10
240,0.00003,0.00012,3.86779E-10
240,0.00003,0.00017,3.87996E-10
240,0.00003,0.00023,3.89221E-10
240,0.00003,0.00030,3.90509E-10
240,0.00004,0.00038,3.91829E-10
240,0.00004,0.00048,3.93259E-10
240,0.00004,0.00060,3.9482E-10
240,0.00004,0.00074,3.96461E-10
240,0.00004,0.00089,3.98172E-10
240,0.00004,0.00107,3.99972E-10
240,0.00004,0.00127,4.01844E-10
240,0.00005,0.00150,4.03848E-10
240,0.00005,0.00175,4.06E-10
240,0.00005,0.00203,4.08268E-10
240,0.00005,0.00232,4.10552E-10
240,0.00005,0.00262,4.12802E-10
240,0.00005,0.00305,4.1599E-10
240,0.00005,0.00345,4.18935E-10
240,0.00006,0.00395,4.2261E-10
240,0.00006,0.00442,4.25951E-10
240,0.00006,0.00498,4.29825E-10
240,0.00006,0.00551,4.33451E-10
240,0.00006,0.00610,4.37617E-10
240,0.00006,0.00676,4.42178E-10
240,0.00006,0.00739,4.46487E-10
240,0.00007,0.00808,4.51217E-10
240,0.00007,0.00882,4.56322E-10
240,0.00007,0.00960,4.61777E-10
240,0.00007,0.01035,4.67004E-10
240,0.00007,0.01114,4.72637E-10
240,0.00007,0.01197,4.78577E-10
240,0.00008,0.01284,4.84876E-10
240,0.00008,0.01374,4.91491E-10
240,0.00008,0.01462,4.97927E-10
240,0.00008,0.01553,5.04735E-10
240,0.00008,0.01647,5.11884E-10
240,0.00009,0.01739,5.18883E-10
240,0.00009,0.01901,5.31337E-10
240,0.00009,0.01993,5.38492E-10
240,0.00009,0.02083,5.4563E-10
240,0.00010,0.02173,5.52607E-10
240,0.00010,0.02261,5.59504E-10
240,0.00010,0.02349,5.66247E-10
240,0.00010,0.02435,5.72973E-10
240,0.00010,0.02521,5.79637E-10
240,0.00011,0.02606,5.86246E-10
240,0.00011,0.02686,5.92419E-10
240,0.00011,0.02766,5.98534E-10
240,0.00012,0.02840,6.04267E-10
240,0.00012,0.02909,6.0966E-10
240,0.00012,0.02977,6.15079E-10
240,0.00012,0.03041,6.20207E-10
240,0.00013,0.03100,6.24672E-10
240,0.00013,0.03157,6.29581E-10
240,0.00013,0.03210,6.3404E-10
240,0.00014,0.03257,6.38516E-10
240,0.00014,0.03304,6.42793E-10
240,0.00014,0.03346,6.46873E-10
240,0.00015,0.03387,6.51545E-10
240,0.00015,0.03423,6.55697E-10
240,0.00015,0.03459,6.59847E-10
240,0.00016,0.03489,6.64563E-10
240,0.00016,0.03519,6.68859E-10
240,0.00017,0.03544,6.73027E-10
240,0.00017,0.03568,6.77477E-10
240,0.00017,0.03592,6.82358E-10
240,0.00018,0.03617,6.86692E-10
240,0.00018,0.03635,6.91702E-10
240,0.00019,0.03655,6.96025E-10
240,0.00019,0.03673,7.01298E-10
240,0.00020,0.03691,7.06598E-10
240,0.00020,0.03705,7.10757E-10
240,0.00021,0.03720,7.14953E-10
240,0.00021,0.03735,7.19204E-10
240,0.00022,0.03749,7.24127E-10
240,0.00023,0.03763,7.29013E-10
240,0.00023,0.03777,7.33899E-10
240,0.00024,0.03792,7.38878E-10
240,0.00024,0.03803,7.42496E-10
240,0.00025,0.03813,7.46948E-10
240,0.00026,0.03824,7.50571E-10
240,0.00027,0.03838,7.56293E-10
240,0.00027,0.03848,7.61066E-10
240,0.00028,0.03858,7.64737E-10
240,0.00029,0.03868,7.69113E-10
240,0.00030,0.03876,7.73491E-10
240,0.00031,0.03885,7.77713E-10
240,0.00031,0.03893,7.82008E-10
240,0.00032,0.03900,7.86418E-10
240,0.00033,0.03907,7.90334E-10
240,0.00034,0.03914,7.94378E-10
240,0.00035,0.03921,7.98504E-10
240,0.00036,0.03927,8.02512E-10
240,0.00037,0.03933,8.06539E-10
240,0.00038,0.03939,8.10655E-10
240,0.00039,0.03945,8.14501E-10
240,0.00040,0.03950,8.18791E-10
240,0.00041,0.03955,8.22529E-10
240,0.00042,0.03960,8.26242E-10
240,0.00043,0.03965,8.30023E-10
240,0.00044,0.03970,8.34487E-10
240,0.00046,0.03975,8.3817E-10
240,0.00047,0.03979,8.42414E-10
240,0.00048,0.03983,8.46091E-10
240,0.00049,0.03988,8.49782E-10
240,0.00050,0.03992,8.5352E-10
240,0.00051,0.03996,8.57292E-10
240,0.00053,0.04000,8.61451E-10
240,0.00054,0.04004,8.65245E-10
240,0.00055,0.04007,8.69167E-10
240,0.00057,0.04011,8.73056E-10
240,0.00058,0.04015,8.7647E-10
240,0.00059,0.04019,8.80631E-10
240,0.00061,0.04024,8.85692E-10
240,0.00063,0.04028,8.90658E-10
240,0.00065,0.04032,8.95629E-10
240,0.00067,0.04037,9.00836E-10
240,0.00069,0.04040,9.04895E-10
240,0.00071,0.04044,9.09897E-10
240,0.00073,0.04049,9.14975E-10
240,0.00075,0.04053,9.2024E-10
240,0.00077,0.04057,9.25662E-10
240,0.00080,0.04061,9.31129E-10
240,0.00082,0.04065,9.3638E-10
240,0.00085,0.04069,9.41824E-10
240,0.00088,0.04075,9.49912E-10
240,0.00091,0.04078,9.55273E-10
240,0.00094,0.04082,9.60373E-10
240,0.00096,0.04085,9.66187E-10
240,0.00099,0.04089,9.71274E-10
240,0.00102,0.04092,9.77044E-10
240,0.00105,0.04096,9.82384E-10
240,0.00108,0.04099,9.87732E-10
240,0.00111,0.04103,9.93508E-10
240,0.00114,0.04106,9.99035E-10
240,0.00117,0.04109,1.00447E-09
240,0.00120,0.04112,1.0102E-09
240,0.00124,0.04115,1.01578E-09
240,0.00127,0.04119,1.02132E-09
240,0.00131,0.04122,1.02702E-09
240,0.00134,0.04125,1.03262E-09
240,0.00138,0.04128,1.03827E-09
240,0.00142,0.04131,1.04405E-09
240,0.00146,0.04133,1.04981E-09
240,0.00149,0.04136,1.05551E-09
240,0.00153,0.04139,1.06137E-09
240,0.00158,0.04142,1.06712E-09
240,0.00162,0.04145,1.07295E-09
240,0.00166,0.04147,1.07892E-09
240,0.00170,0.04150,1.08464E-09
240,0.00175,0.04153,1.09035E-09
240,0.00179,0.04155,1.09642E-09
240,0.00184,0.04158,1.10235E-09
240,0.00189,0.04160,1.10822E-09
240,0.00194,0.04163,1.11437E-09
240,0.00199,0.04165,1.12039E-09
240,0.00204,0.04167,1.12642E-09
240,0.00209,0.04170,1.13236E-09
240,0.00214,0.04172,1.13835E-09
240,0.00219,0.04174,1.14452E-09
240,0.00225,0.04177,1.1504E-09
240,0.00230,0.04179,1.15659E-09
240,0.00236,0.04181,1.16286E-09
240,0.00242,0.04183,1.16905E-09
240,0.00248,0.04186,1.17503E-09
240,0.00254,0.04188,1.18152E-09
240,0.00260,0.04190,1.1875E-09
240,0.00266,0.04192,1.19363E-09
240,0.00273,0.04194,1.1999E-09
240,0.00279,0.04196,1.2063E-09
240,0.00290,0.04199,1.2158E-09
240,0.00296,0.04201,1.22213E-09
240,0.00304,0.04203,1.2287E-09
240,0.00311,0.04205,1.23522E-09
240,0.00320,0.04208,1.2432E-09
240,0.00328,0.04209,1.24959E-09
240,0.00335,0.04211,1.25624E-09
240,0.00345,0.04214,1.2642E-09
240,0.00353,0.04216,1.27086E-09
240,0.00363,0.04218,1.27922E-09
240,0.00372,0.04220,1.28581E-09
240,0.00381,0.04221,1.29257E-09
240,0.00391,0.04224,1.30084E-09
240,0.00402,0.04226,1.30912E-09
240,0.00414,0.04228,1.31769E-09
240,0.00425,0.04230,1.32565E-09
240,0.00437,0.04232,1.33429E-09
240,0.00450,0.04234,1.34295E-09
240,0.00462,0.04236,1.35169E-09
240,0.00475,0.04238,1.3601E-09
240,0.00488,0.04240,1.36872E-09
240,0.00501,0.04242,1.37737E-09
240,0.00514,0.04244,1.38584E-09
240,0.00528,0.04246,1.39495E-09
240,0.00542,0.04248,1.40387E-09
240,0.00557,0.04249,1.4128E-09
240,0.00572,0.04251,1.42197E-09
240,0.00586,0.04253,1.43082E-09
240,0.00602,0.04255,1.44002E-09
240,0.00617,0.04257,1.44917E-09
240,0.00633,0.04258,1.45815E-09
240,0.00649,0.04260,1.46741E-09
240,0.00666,0.04262,1.47684E-09
240,0.00682,0.04263,1.4857E-09
240,0.00699,0.04265,1.49523E-09
240,0.00716,0.04267,1.50449E-09
240,0.00734,0.04268,1.51396E-09
240,0.00752,0.04270,1.52373E-09
240,0.00771,0.04272,1.53325E-09
240,0.00790,0.04273,1.54308E-09
240,0.00809,0.04275,1.55292E-09
240,0.00829,0.04276,1.56259E-09
240,0.00848,0.04278,1.57231E-09
240,0.00886,0.04281,1.59018E-09
240,0.00907,0.04282,1.60028E-09
240,0.00932,0.04284,1.61213E-09
240,0.00958,0.04285,1.62381E-09
240,0.00980,0.04287,1.63382E-09
240,0.01003,0.04288,1.64418E-09
240,0.01032,0.04290,1.65669E-09
240,0.01060,0.04292,1.66897E-09
240,0.01090,0.04293,1.68164E-09
240,0.01120,0.04295,1.69435E-09
240,0.01152,0.04296,1.70719E-09
240,0.01183,0.04298,1.71998E-09
240,0.01216,0.04300,1.73298E-09
240,0.01249,0.04301,1.74602E-09
240,0.01283,0.04303,1.75916E-09
240,0.01317,0.04304,1.77223E-09
240,0.01353,0.04306,1.78549E-09
240,0.01389,0.04307,1.79894E-09
240,0.01426,0.04309,1.81261E-09
240,0.01465,0.04310,1.82616E-09
240,0.01504,0.04311,1.83995E-09
240,0.01543,0.04313,1.85376E-09
240,0.01584,0.04314,1.86774E-09
240,0.01626,0.04316,1.88191E-09
240,0.01669,0.04317,1.89596E-09
240,0.01712,0.04318,1.91023E-09
240,0.01756,0.04320,1.92425E-09
240,0.01802,0.04321,1.93865E-09
240,0.01849,0.04322,1.95314E-09
240,0.01897,0.04323,1.96787E-09
240,0.01945,0.04325,1.98248E-09
240,0.01996,0.04326,1.99751E-09
240,0.02047,0.04327,2.01222E-09
240,0.02099,0.04328,2.02724E-09
240,0.02152,0.04330,2.04235E-09
240,0.02207,0.04331,2.05756E-09
240,0.02263,0.04332,2.07299E-09
240,0.02320,0.04333,2.08836E-09
240,0.02378,0.04334,2.10385E-09
240,0.02459,0.04336,2.12498E-09
240,0.02521,0.04337,2.14092E-09
240,0.02584,0.04338,2.15677E-09
240,0.02649,0.04339,2.17293E-09
240,0.02715,0.04340,2.18901E-09
240,0.02783,0.04341,2.20533E-09
240,0.02852,0.04342,2.22192E-09
240,0.02923,0.04343,2.23835E-09
240,0.02995,0.04344,2.25497E-09
240,0.03069,0.04345,2.2718E-09
240,0.03144,0.04346,2.28849E-09
240,0.03221,0.04347,2.30546E-09
240,0.03300,0.04348,2.32258E-09
240,0.03381,0.04349,2.33987E-09
240,0.03464,0.04350,2.35723E-09
240,0.03549,0.04351,2.37493E-09
240,0.03636,0.04352,2.39251E-09
240,0.03725,0.04353,2.41031E-09
240,0.03815,0.04354,2.42825E-09
240,0.03908,0.04355,2.44622E-09
240,0.04003,0.04356,2.46438E-09
240,0.04100,0.04357,2.48255E-09
240,0.04198,0.04358,2.50077E-09
240,0.04299,0.04359,2.51928E-09
240,0.04402,0.04360,2.53788E-09
240,0.04505,0.04360,2.55617E-09
240,0.04613,0.04361,2.57488E-09
240,0.04722,0.04362,2.59372E-09
240,0.04835,0.04363,2.61258E-09
240,0.04949,0.04364,2.63184E-09
240,0.05066,0.04365,2.65109E-09
240,0.05186,0.04365,2.67039E-09
240,0.05311,0.04366,2.69027E-09
240,0.05436,0.04367,2.71006E-09
240,0.05566,0.04368,2.73E-09
240,0.05764,0.04369,2.76013E-09
240,0.05918,0.04370,2.78314E-09
240,0.06079,0.04371,2.80663E-09
240,0.06221,0.04372,2.8271E-09
240,0.06368,0.04372,2.84796E-09
240,0.06517,0.04373,2.86878E-09
240,0.06669,0.04374,2.88996E-09
240,0.06851,0.04375,2.91447E-09
240,0.07010,0.04375,2.93595E-09
240,0.07175,0.04376,2.95762E-09
240,0.07342,0.04377,2.97946E-09
240,0.07514,0.04377,3.00117E-09
240,0.07689,0.04378,3.0234E-09
240,0.07896,0.04379,3.04901E-09
240,0.08105,0.04380,3.07446E-09
240,0.08320,0.04380,3.10034E-09
240,0.08544,0.04381,3.12656E-09
240,0.08774,0.04382,3.15309E-09
240,0.09007,0.04383,3.17967E-09
240,0.09218,0.04383,3.20314E-09
240,0.09467,0.04384,3.23033E-09
240,0.09724,0.04385,3.25813E-09
240,0.09951,0.04385,3.28219E-09
240,0.10216,0.04386,3.30984E-09
240,0.10484,0.04387,3.33733E-09
240,0.10759,0.04388,3.36518E-09
240,0.11049,0.04388,3.39407E-09
240,0.11343,0.04389,3.42265E-09
240,0.11647,0.04390,3.45189E-09
240,0.11960,0.04390,3.48159E-09
240,0.12280,0.04391,3.51111E-09
240,0.12609,0.04392,3.54132E-09
240,0.12943,0.04392,3.5713E-09
240,0.13288,0.04393,3.60185E-09
240,0.13635,0.04394,3.63186E-09
240,0.13998,0.04394,3.66282E-09
240,0.14360,0.04395,3.69323E-09
240,0.14732,0.04395,3.72405E-09
240,0.15110,0.04396,3.75469E-09
240,0.15507,0.04397,3.78622E-09
240,0.15912,0.04397,3.81783E-09
240,0.16337,0.04398,3.85048E-09
240,0.16768,0.04398,3.88315E-09
240,0.17206,0.04399,3.91557E-09
240,0.17648,0.04399,3.94803E-09
240,0.18103,0.04400,3.98091E-09
240,0.18580,0.04401,4.01457E-09
240,0.19059,0.04401,4.04796E-09
240,0.19557,0.04402,4.08194E-09
240,0.20073,0.04402,4.1165E-09
240,0.20606,0.04403,4.1516E-09
240,0.21150,0.04403,4.18697E-09
240,0.21708,0.04404,4.2226E-09
240,0.22285,0.04404,4.25862E-09
240,0.22857,0.04405,4.29426E-09
240,0.23463,0.04405,4.33066E-09
240,0.24066,0.04406,4.36675E-09
240,0.24693,0.04406,4.40355E-09
240,0.25330,0.04407,4.44027E-09
240,0.26004,0.04407,4.47812E-09
240,0.27153,0.04408,4.54182E-09
240,0.27841,0.04409,4.57907E-09
240,0.28567,0.04409,4.61761E-09
240,0.29295,0.04409,4.65588E-09
240,0.30042,0.04410,4.69427E-09
240,0.30827,0.04410,4.73386E-09
240,0.31644,0.04411,4.77415E-09
240,0.32475,0.04411,4.81484E-09
240,0.33332,0.04412,4.85593E-09
240,0.34208,0.04412,4.89735E-09
240,0.35101,0.04413,4.93872E-09
240,0.36023,0.04413,4.9808E-09
240,0.36972,0.04414,5.02337E-09
240,0.37939,0.04414,5.06605E-09
240,0.38932,0.04414,5.1091E-09
240,0.39952,0.04415,5.15237E-09
240,0.41000,0.04415,5.19642E-09
240,0.42073,0.04416,5.24051E-09
240,0.43171,0.04416,5.28494E-09
240,0.44296,0.04416,5.32983E-09
240,0.45454,0.04417,5.37502E-09
240,0.46635,0.04417,5.42044E-09
240,0.47798,0.04418,5.46457E-09
240,0.49000,0.04418,5.50933E-09
240,0.50263,0.04418,5.55533E-09
240,0.51577,0.04419,5.60235E-09
240,0.52924,0.04419,5.65004E-09
240,0.54297,0.04419,5.69779E-09
240,0.56534,0.04420,5.77394E-09
240,0.57998,0.04420,5.82269E-09
240,0.59512,0.04421,5.87223E-09
240,0.61067,0.04421,5.92224E-09
240,0.62648,0.04422,5.97262E-09
240,0.64270,0.04422,6.02289E-09
240,0.65910,0.04423,6.07345E-09
240,0.67486,0.04422,6.12101E-09
240,0.69241,0.04424,6.17321E-09
240,0.70908,0.04423,6.22122E-09
240,0.72710,0.04425,6.27378E-09
240,0.74584,0.04423,6.3259E-09
240,0.76382,0.04424,6.37627E-09
240,0.78162,0.04424,6.42496E-09
240,0.80190,0.04425,6.47927E-09
240,0.82183,0.04425,6.53178E-09
240,0.84098,0.04425,6.58251E-09
240,0.86276,0.04425,6.63648E-09
240,0.88374,0.04426,6.69031E-09
240,0.90498,0.04426,6.74347E-09
240,0.92606,0.04427,6.7946E-09
240,0.94827,0.04426,6.84652E-09
240,0.97063,0.04427,6.89965E-09
240,0.99641,0.04427,6.95951E-09
240,1.02267,0.04428,7.01994E-09
